interaction_id,timestamp,position,clicked,quoted,purchased,uw_decline_reason,user_id,policy_id,age,sex,smoker_flag,occupation_class,region_code,monthly_budget,insurance_company,product_name,product_type,coverage_amount,male_premium,female_premium,fixed_rate,current_rate,min_guaranteed_rate,surrender_value,renewal_cycle,universal,sales_channel,sales_date,contact_number
imp_000097,2025-08-18 08:33:54,3,0,0,0,,user_0721,34,49,M,1,0,48,49253,KDB생명,(무)KDB다이렉트 암보험(갱신형),주계약,"1,000만원",3190,3280,2.50 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-04-01,1588-4040
imp_000098,2025-07-31 16:02:54,4,0,0,0,,user_0161,51,49,M,0,0,49,122711,KB라이프생명,KB 착한암보험 무배당,주계약,"3,000만원",27600,15600,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000099,2025-09-05 14:01:54,2,0,0,0,,user_0533,19,49,F,0,0,41,50084,교보생명,교보간편통합암보험 [D](무배당),주계약,"3,000만원",68850,46650,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,TM,2025-04-01,1588-1001
imp_000100,2025-08-19 18:18:54,5,0,0,0,,user_0818,81,26,F,0,0,36,62341,AIA생명,(무) AIA 건강+ 암보험 (갱신형) 2형,주계약,"3,000만원",19800,19500,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-9898
imp_000101,2025-07-13 15:51:54,1,0,0,0,,user_0380,58,34,F,0,1,48,48291,신한라이프생명,"신한(간편가입)케어받는암보험(무배당, 갱신형)",주계약,"3,000만원",14700,15270,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-5580
imp_000102,2025-07-23 19:06:54,5,0,0,0,,user_0569,72,48,F,0,1,31,57959,라이나생명,무배당뉴스타트플러스암보험(갱신형)_2형(일반형),주계약,"3,000만원",10200,12600,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_000103,2025-08-23 17:42:54,2,0,0,0,,user_0352,18,56,F,0,0,36,94109,흥국생명,(무)흥국생명다재다능종합보험,주계약,"3,000만원",23886,19080,3.00 %,-,-,순수보장,비갱신형,비유니버셜,TM,2025-04-01,1588-2288
imp_000104,2025-09-09 18:30:54,1,0,0,0,,user_0610,45,54,M,0,0,43,83918,메트라이프생명,무배당 메트라이프 위암및식도암진단보험,주계약,500만원,2150,2150,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_000105,2025-08-10 08:06:54,3,0,0,0,,user_0074,87,38,M,0,1,30,69270,NH농협생명,"NHe편한암보험(갱신형,비갱신형,무배당)_(갱신형, 일반가입형)",주계약,"3,000만원",21000,17700,2.50 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-01-01,1544-4000
imp_000106,2025-07-25 10:00:54,4,0,0,0,,user_0709,12,46,F,0,0,26,78221,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000107,2025-07-13 08:13:54,1,1,0,0,,user_0160,27,40,F,0,1,42,159162,미래에셋생명,암 걱정없는 암치료보험(갱신형) 무배당,주계약,"5,000만원",32050,31350,2.75 %,-,-,순수보장,갱신형,비유니버셜,대면채널  기타,2025-06-28,1588-0220
imp_000108,2025-07-09 19:14:54,4,0,0,0,,user_0793,80,21,M,0,0,45,54295,AIA생명,(무) AIA 건강+ 암보험 (갱신형) 1형,주계약,"3,000만원",27600,26700,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-9898
imp_000109,2025-07-23 13:59:54,8,0,0,0,,user_0144,83,41,F,0,0,48,76472,AIA생명,(무) AIA 100세 든든 슈퍼 암보험 (갱신형),주계약,"3,000만원",9000,12000,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM  CM,2025-09-01,1588-9898
imp_000110,2025-08-22 13:54:54,1,0,0,0,,user_0826,79,25,M,0,1,36,79190,라이나생명,(무)라이나다이렉트암보험(갱신형),주계약,"3,000만원",10767,13386,2.25 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-01-01,15880058
imp_000111,2025-07-01 15:45:54,9,1,1,0,,user_0580,30,40,F,1,0,47,124505,미래에셋생명,온라인 암보험 무배당 [기본형],주계약,"3,000만원",34380,23070,2.25 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_000112,2025-06-28 12:51:54,2,0,0,0,,user_0274,80,22,M,0,0,27,69826,AIA생명,(무) AIA 건강+ 암보험 (갱신형) 1형,주계약,"3,000만원",27600,26700,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-9898
imp_000113,2025-07-17 13:21:54,1,0,0,0,,user_0562,47,47,M,0,0,46,61991,KB라이프생명,KB 생활든든암보험 무배당(갱신형)(간편심사형),주계약,"3,000만원",17400,8640,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-09-01,1588-3374
imp_000114,2025-09-15 19:18:54,3,0,0,0,,user_0520,90,48,F,0,1,46,148612,NH농협생명,"행복두배NH통합암보험(비갱신형,무배당)_2404",주계약,"2,500만원",79750,62000,2.50 %,-,-,순수보장,비갱신형,비유니버셜,대면채널  방카슈랑스  TM,2024-04-01,1544-4000
imp_000115,2025-06-21 10:42:54,3,1,0,0,,user_0869,51,62,M,0,1,26,48610,KB라이프생명,KB 착한암보험 무배당,주계약,"3,000만원",27600,15600,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000116,2025-08-28 16:53:54,3,0,0,0,,user_0268,53,69,F,0,1,27,83727,KB라이프생명,KB toss착한암보험 무배당,주계약,"3,000만원",27600,15600,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000117,2025-07-22 08:13:54,3,0,0,0,,user_0520,12,48,F,0,1,46,148612,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000118,2025-08-30 15:52:54,1,0,0,0,,user_0871,41,32,F,1,1,41,65608,동양생명,(무)수호천사NEW실속하나로암보험,주계약,"2,000만원",39400,32400,3.00 %,-,-,순수보장,비갱신형,비유니버셜,대면채널  TM  기타,2024-04-01,1577-1004
imp_000119,2025-08-10 18:53:54,9,0,0,0,,user_0840,66,31,M,1,0,46,28936,푸본현대생명,ZERO 걱정없는 암보험 간편가입 무배당/갱신형(2404),주계약,"3,000만원",19500,12000,2.60 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-01-01,1577-3311
imp_000120,2025-09-05 13:49:54,2,0,0,0,,user_0233,36,41,F,0,2,42,213428,KDB생명,(무)KDB다이렉트 암보험(표준형),주계약,"1,000만원",12160,8130,2.75 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-04-01,1588-4040
imp_000121,2025-07-16 18:59:54,1,1,0,0,,user_0900,88,48,M,0,0,29,92925,NH농협생명,"새로나온NH암보험(비갱신형, 순수보장형, 무배당)_2404",주계약,"3,000만원",53700,42600,2.50 %,-,-,순수보장,비갱신형,비유니버셜,대면채널  방카슈랑스,2024-05-02,1544-4000
imp_000122,2025-09-11 12:35:54,2,0,0,0,,user_0969,67,47,M,0,0,44,69291,라이나생명,무배당라이나퍼펙트케어암보험(갱신형),주계약,"3,000만원",13200,25500,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-05-19,1588-0058
imp_000123,2025-07-16 18:34:54,4,0,0,0,,user_0320,10,48,M,0,1,30,144280,한화생명,한화생명 간편가입 e시그니처암보험 무배당,주계약,"1,000만원",14232,10243,2.75 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-09-01,1588-6363
imp_000124,2025-07-11 08:46:54,4,0,0,0,,user_0777,12,58,F,0,0,11,107719,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000125,2025-08-03 18:49:54,2,0,0,0,,user_0871,32,32,F,1,1,41,65608,KDB생명,(무)암만생각해도 KDB암보험 2.0(해약환급금미지급형Ⅲ),주계약,100만원,1130,780,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널  TM,2025-04-01,1588-4040
imp_000126,2025-09-13 16:24:54,4,0,0,0,,user_0899,42,40,F,0,1,29,157843,메트라이프생명,무배당 360 암보험(갱신형),주계약,"3,000만원",15000,9900,2.75 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-04-01,1588-9600
imp_000127,2025-06-23 17:32:54,1,0,0,0,,user_0550,84,48,F,0,0,49,122650,AIA생명,(무) 원스톱 더 드림 암보험II (갱신형),주계약,"3,000만원",9900,12900,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-09-01,1588-9898
imp_000128,2025-07-19 18:32:54,10,0,0,0,,user_0324,51,33,M,0,0,11,64254,KB라이프생명,KB 착한암보험 무배당,주계약,"3,000만원",27600,15600,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000129,2025-07-03 08:52:54,1,0,0,0,,user_0772,12,39,F,0,0,11,104890,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000130,2025-08-09 10:19:54,7,0,0,0,,user_0774,96,35,M,0,0,27,66395,교보라이프플래닛생명,"(무)교보라플 비갱신암보험(만기환급형, 비흡연체)",주계약,"3,000만원",116130,83520,2.25 %,-,-,만기환급,비갱신형,비유니버셜,CM,2025-09-01,1566-0999
imp_000131,2025-06-22 08:56:54,1,0,0,0,,user_0634,72,24,M,0,1,46,75849,라이나생명,무배당뉴스타트플러스암보험(갱신형)_2형(일반형),주계약,"3,000만원",10200,12600,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_000132,2025-07-20 18:34:54,1,0,0,0,,user_0560,1,33,M,1,0,48,36045,한화생명,한화생명 장애인전용 곰두리보장보험 무배당,주계약,"1,000만원",26400,28200,2.75 %,-,-,만기환급,비갱신형,비유니버셜,대면채널,2025-09-01,1588-6363
imp_000133,2025-07-17 07:54:54,10,0,0,0,,user_0808,50,44,M,0,0,41,39802,KB라이프생명,KB 계획이다있는여성암보험 무배당(해약환급금 미지급형),주계약,"3,000만원",0,18480,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000134,2025-06-28 09:53:54,3,0,0,0,,user_0224,50,44,F,0,0,48,128872,KB라이프생명,KB 계획이다있는여성암보험 무배당(해약환급금 미지급형),주계약,"3,000만원",0,18480,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000135,2025-07-11 06:50:54,2,0,0,0,,user_0069,24,45,M,0,0,41,119459,교보생명,"교보암보험 [D2408](무배당,갱신형)",주계약,"3,000만원",13530,14280,2.00 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,1588-1001
imp_000136,2025-08-26 11:39:54,1,0,0,0,,user_0265,3,45,F,0,0,11,48230,한화생명,한화생명 e암보험(비갱신형) 무배당 (표준체형),주계약,"3,000만원",32790,25140,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-6363
imp_000137,2025-07-26 11:35:54,10,0,0,0,,user_0612,83,60,F,0,0,45,33389,AIA생명,(무) AIA 100세 든든 슈퍼 암보험 (갱신형),주계약,"3,000만원",9000,12000,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM  CM,2025-09-01,1588-9898
imp_000138,2025-07-30 16:21:54,6,1,0,0,,user_0456,84,46,F,0,0,27,124033,AIA생명,(무) 원스톱 더 드림 암보험II (갱신형),주계약,"3,000만원",9900,12900,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-09-01,1588-9898
imp_000139,2025-07-13 12:23:54,4,0,0,0,,user_0305,18,25,M,0,0,30,26261,흥국생명,(무)흥국생명다재다능종합보험,주계약,"3,000만원",23886,19080,3.00 %,-,-,순수보장,비갱신형,비유니버셜,TM,2025-04-01,1588-2288
imp_000140,2025-07-01 18:20:54,1,0,0,0,,user_0465,87,63,F,0,0,29,35857,NH농협생명,"NHe편한암보험(갱신형,비갱신형,무배당)_(갱신형, 일반가입형)",주계약,"3,000만원",21000,17700,2.50 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-01-01,1544-4000
imp_000141,2025-09-18 17:35:54,8,0,0,0,,user_0334,84,51,M,0,1,31,93733,AIA생명,(무) 원스톱 더 드림 암보험II (갱신형),주계약,"3,000만원",9900,12900,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-09-01,1588-9898
imp_000142,2025-07-24 12:55:54,4,0,0,0,,user_0782,38,30,M,0,0,36,69807,DB생명,(무)e로운 암보험(갱신형)(2404),주계약,"3,000만원",14700,20100,3.00 %,-,-,순수보장,갱신형,비유니버셜,CM,2025-09-01,1588-3131
imp_000143,2025-09-18 18:08:54,1,1,0,0,,user_0925,93,21,F,0,0,46,71577,NH농협생명,"새로나온NH암보험(갱신형,순수보장형,무배당)_2404",주계약,"3,000만원",19200,22500,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널  방카슈랑스,2024-05-02,1544-4000
imp_000144,2025-07-28 18:12:54,9,0,0,0,,user_0890,43,33,F,0,2,11,162654,메트라이프생명,무배당 메트라이프 간암및췌장암진단보험,주계약,500만원,1900,1100,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_000145,2025-08-18 17:50:54,4,0,0,0,,user_0701,63,48,M,0,1,42,87606,BNP파리바카디프생명,(무)6180실버 암보험(갱신형),주계약,"1,000만원",22400,13600,2.25 %,-,-,만기환급,갱신형,비유니버셜,방카슈랑스  CM,2025-01-01,1688-1118
imp_000146,2025-07-09 09:01:54,3,1,0,0,,user_0928,43,38,F,0,0,30,71620,메트라이프생명,무배당 메트라이프 간암및췌장암진단보험,주계약,500만원,1900,1100,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_000147,2025-07-21 18:15:54,4,0,0,0,,user_0834,68,27,M,0,1,11,66187,라이나생명,(무)첫날부터라이나암보험(갱신형),주계약,"1,000만원",6500,6600,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-01-01,15880058
imp_000148,2025-06-27 13:20:54,1,0,0,0,,user_0208,61,43,M,1,0,27,86417,처브라이프생명,Chubb 매월받는 암생활비보험(갱신형) 무배당,주계약,"2,000만원 원",33600,32800,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2024-05-01,02-1599-4600
imp_000149,2025-09-09 13:29:54,3,1,0,0,,user_0616,44,43,M,0,1,48,50200,메트라이프생명,무배당 메트라이프 폐암및후두암진단보험,주계약,500만원,1050,1100,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_000150,2025-08-20 09:31:54,1,1,0,0,,user_0214,12,47,M,0,0,27,81722,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000151,2025-09-15 10:21:54,4,0,0,0,,user_0345,77,26,M,0,2,31,48242,라이나생명,(무)THE간편한첫날부터라이나암보험(갱신형),주계약,"1,000만원",7100,7900,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM,2025-04-01,15880058
imp_000152,2025-07-13 09:20:54,3,0,0,0,,user_0657,10,33,M,0,0,47,79658,한화생명,한화생명 간편가입 e시그니처암보험 무배당,주계약,"1,000만원",14232,10243,2.75 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-09-01,1588-6363
imp_000153,2025-08-31 06:56:54,2,0,0,0,,user_0681,49,39,M,0,0,46,68273,KB라이프생명,KB 계획이다있는여성암보험 무배당,주계약,"3,000만원",0,18810,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000154,2025-08-01 14:05:54,1,0,0,0,,user_0573,47,32,M,0,1,30,84346,KB라이프생명,KB 생활든든암보험 무배당(갱신형)(간편심사형),주계약,"3,000만원",17400,8640,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-09-01,1588-3374
imp_000155,2025-06-23 09:21:54,3,1,0,0,,user_0600,45,35,F,0,1,27,90560,메트라이프생명,무배당 메트라이프 위암및식도암진단보험,주계약,500만원,2150,2150,2.30 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,1588-9600
imp_000156,2025-07-13 12:58:54,6,0,0,0,,user_0905,12,47,M,1,0,49,52790,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000157,2025-07-30 13:24:54,4,0,0,0,,user_0060,51,59,M,0,0,43,84980,KB라이프생명,KB 착한암보험 무배당,주계약,"3,000만원",27600,15600,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000158,2025-07-06 09:43:54,3,0,0,0,,user_0670,12,29,F,0,0,49,42301,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000159,2025-07-13 18:26:54,8,0,0,0,,user_0800,54,49,F,0,0,26,87473,KB라이프생명,KB toss착한암보험 무배당(해약환급금 미지급형),주계약,"3,000만원",26820,15330,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
imp_000160,2025-08-14 15:49:54,2,0,0,0,,user_0380,47,34,F,0,1,48,48291,KB라이프생명,KB 생활든든암보험 무배당(갱신형)(간편심사형),주계약,"3,000만원",17400,8640,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-09-01,1588-3374
imp_000161,2025-08-23 15:49:54,1,0,0,0,,user_0092,12,53,F,1,0,46,49228,ABL생명,무배당 ABL인터넷나를위한5대미니암보험,주계약,"1,000만원",956,713,2.50 %,-,-,순수보장,비갱신형,비유니버셜,CM,2024-04-01,0215886500
imp_000162,2025-09-14 17:48:54,3,0,0,0,,user_0463,81,35,F,0,0,46,62366,AIA생명,(무) AIA 건강+ 암보험 (갱신형) 2형,주계약,"3,000만원",19800,19500,2.25 %,-,-,순수보장,갱신형,비유니버셜,대면채널  TM,2025-09-01,1588-9898
imp_000163,2025-07-14 12:08:54,1,0,0,0,,user_0784,83,68,F,0,0,49,61061,AIA생명,(무) AIA 100세 든든 슈퍼 암보험 (갱신형),주계약,"3,000만원",9000,12000,2.25 %,-,-,순수보장,갱신형,비유니버셜,TM  CM,2025-09-01,1588-9898
imp_000164,2025-07-03 09:58:54,8,0,0,0,,user_0990,3,54,M,0,1,11,59526,한화생명,한화생명 e암보험(비갱신형) 무배당 (표준체형),주계약,"3,000만원",32790,25140,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-6363
imp_000165,2025-07-02 17:36:54,1,1,0,0,,user_0289,48,40,M,1,0,41,97566,KB라이프생명,KB 생활든든암보험 무배당(갱신형)(일반심사형),주계약,"3,000만원 원",12570,6510,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-09-01,1588-3374
imp_000166,2025-06-24 08:16:54,1,1,0,0,,user_0692,92,26,F,0,0,42,20463,NH농협생명,"행복두배NH통합암보험(갱신형,무배당)_2404",주계약,"2,500만원",24250,29750,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널  방카슈랑스  TM,2024-04-01,1544-4000
imp_000167,2025-09-05 18:59:54,1,0,0,0,,user_0362,40,48,F,0,0,42,36063,동양생명,무배당수호천사NEW실속플러스하나로암보험,주계약,"2,000만원",39400,32400,3.00 %,-,-,순수보장,비갱신형,비유니버셜,대면채널  TM  기타,2024-04-01,1577-1004
imp_000168,2025-07-22 11:00:54,1,0,0,0,,user_0699,48,30,F,0,0,27,57046,KB라이프생명,KB 생활든든암보험 무배당(갱신형)(일반심사형),주계약,"3,000만원 원",12570,6510,2.50 %,-,-,순수보장,갱신형,비유니버셜,대면채널,2025-09-01,1588-3374
imp_000169,2025-06-26 07:27:54,2,1,0,0,,user_0618,31,48,M,0,0,41,98550,미래에셋생명,온라인 더 잘고른 미니암보험 무배당,주계약,"1,000만원 (단, [여성형]은 500만원)",1796,3038,2.00 %,-,-,순수보장,비갱신형,비유니버셜,CM,2025-06-28,1588-0220
imp_000170,2025-08-14 17:00:54,1,0,0,0,,user_0151,6,37,M,0,0,43,93580,한화생명,한화생명 간편가입 시그니처H보장보험 무배당,주계약,500만원,6800,4900,2.75 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2025-09-01,1588-6363
imp_000171,2025-08-28 12:49:54,5,0,0,0,,user_0121,20,46,F,1,1,46,74880,교보생명,교보간편통합암보험 (무배당),주계약,"3,000만원",68850,46650,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,대면채널,2025-04-01,1588-1001
imp_000172,2025-09-05 12:39:54,1,0,0,0,,user_0739,50,57,F,0,1,30,69748,KB라이프생명,KB 계획이다있는여성암보험 무배당(해약환급금 미지급형),주계약,"3,000만원",0,18480,2.50 %,-,-,무해지/저해지환급,비갱신형,비유니버셜,CM,2025-09-01,1588-3374
