회사명,상품명,지급금액,가입금액,남자(보험료),여자(보험료),나이,성별,직업,직업 위험도
ABL생명,"(무)ABL THE더블종신보험(해약환급금 일부지급형)[일반심사형,암납입면제형]",100000000,100000000,774000,659000,74,남자,무직,저위험
ABL생명,"(무)ABL THE더블종신보험(해약환급금 일부지급형)[일반심사형,암납입면제형]",100000000,100000000,298000,163000,16,남자,학생,저위험
삼성생명,"삼성경증간편플러스원건강보험(2504)(무배당,저해약환급금형)_2종(일반고지형)",1000000,1000000,3000,3000,15,남자,학생,저위험
삼성생명,"삼성경증간편플러스원건강보험(2504)(무배당,저해약환급금형)_2종(일반고지형)",10000000,10000000,11000,6000,62,여자,금융직,저위험
삼성생명,"삼성경증간편플러스원건강보험(2504)(무배당,저해약환급금형)_2종(일반고지형)",10000000,10000000,15000,11000,26,여자,약사,저위험
삼성생명,"삼성경증간편플러스원건강보험(2504)(무배당,저해약환급금형)_2종(일반고지형)",10000000,10000000,18000,13000,51,여자,폭발물처리반,고위험
삼성생명,"삼성경증간편플러스원건강보험(2504)(무배당,저해약환급금형)_2종(일반고지형)",2000000,2000000,10000,3000,46,남자,행정직,저위험
삼성생명,"삼성경증간편플러스원건강보험(2504)(무배당,저해약환급금형)_1종(간편고지형)",1000000,1000000,3000,3000,23,여자,잠수부,고위험
삼성생명,"삼성경증간편플러스원건강보험(2504)(무배당,저해약환급금형)_1종(간편고지형)",10000000,10000000,13000,8000,33,남자,폭발물처리반,고위험
삼성생명,"삼성경증간편플러스원건강보험(2504)(무배당,저해약환급금형)_1종(간편고지형)",10000000,10000000,18000,13000,62,남자,공무원,저위험
삼성생명,"삼성경증간편플러스원건강보험(2504)(무배당,저해약환급금형)_1종(간편고지형)",10000000,10000000,20000,15000,17,여자,학생,저위험
삼성생명,"삼성경증간편플러스원건강보험(2504)(무배당,저해약환급금형)_1종(간편고지형)",2000000,2000000,3000,3000,34,남자,선원,고위험
삼성생명,"삼성 간편더블보장보험(2501)(무배당,보증비용부과형)(저해약환급급형) 1종 1형",100000000,100000000,543000,468000,38,남자,건설업,고위험
삼성생명,"삼성 간편더블보장보험(2501)(무배당,보증비용부과형)(저해약환급급형) 1종 1형",100000000,100000000,543000,468000,68,여자,무직,저위험
삼성생명,"삼성 간편더블보장보험(2501)(무배당,보증비용부과형)(저해약환급급형) 1종 1형",10000000,10000000,7000,8000,47,남자,항공정비사,저위험
삼성생명,"삼성 간편더블보장보험(2501)(무배당,보증비용부과형)(저해약환급급형) 1종 1형",10000000,10000000,3000,3000,38,남자,판매직,저위험
삼성생명,"삼성 간편더블보장보험(2501)(무배당,보증비용부과형)(저해약환급급형) 1종 1형",10000000,10000000,8000,4000,50,여자,사무직,저위험
삼성생명,"삼성 간편더블보장보험(2501)(무배당,보증비용부과형)(저해약환급급형) 1종 1형",10000000,10000000,5000,7000,52,남자,회사원,저위험
삼성생명,"삼성 간편New스탠다드종신보험(2504)(무배당,보증비용부과형) 1종",100000000,100000000,361000,331000,39,남자,엔지니어,저위험
삼성생명,"삼성 간편든든플러스종신보험(2501)(무배당,보증비용부과형)[저해약환급금형] 1종",100000000,100000000,314000,283000,32,여자,폭발물처리반,고위험
삼성생명,"삼성 간편 더착한종신보험(2502)(무배당,보증비용부과형)[무해약환급금형]",100000000,100000000,194000,162000,80,여자,무직,저위험
삼성생명,"삼성 간편 웰에이징(Well-Aging) 건강보험 (2505)(무배당,저해약환급금형)",1000000,1000000,3000,3000,68,여자,무직,저위험
삼성생명,"삼성 간편 웰에이징(Well-Aging) 건강보험 (2505)(무배당,저해약환급금형)",100000,100000,9000,15000,49,여자,판매직,저위험
삼성생명,"삼성 간편 웰에이징(Well-Aging) 건강보험 (2505)(무배당,저해약환급금형)",100000,100000,10000,15000,75,남자,무직,저위험
삼성생명,"삼성 간편 웰에이징(Well-Aging) 건강보험 (2505)(무배당,저해약환급금형)",100000,100000,3000,5000,55,남자,선원,고위험
삼성생명,"삼성 간편 웰에이징(Well-Aging) 건강보험 (2505)(무배당,저해약환급금형)",100000,100000,3000,3000,47,여자,공무원,저위험
삼성생명,"삼성 간편더사랑종신보험(2501)(무배당,저해약환급금형) 1종 2형",100000000,100000000,652000,607000,47,남자,디자이너,저위험
삼성생명,"삼성 간편 올백(ALL 100) 종신보험(2507)(무배당,무해약환급금",100000000,100000000,407000,313000,28,남자,산업현장근로자,위험
삼성생명,"삼성 올백(ALL 100) 종신보험(2507)(무배당,무해약환급금형)",100000000,100000000,296000,242000,35,여자,고소작업자,고위험
삼성생명,"삼성 VVIP 상속종신보험(2502)(무배당,보증비용부과형)[무해약환급금형]",300000000,300000000,471000,411000,62,여자,택배기사,위험
삼성생명,"삼성 간편 VVIP 상속종신보험(2502)(무배당,보증비용부과형)[무해약환급금형]",300000000,300000000,582000,486000,34,남자,디자이너,저위험
삼성생명,"삼성 더착한종신보험(2502)(무배당,보증비용부과형)[무해약환급금형]",100000000,100000000,157000,137000,22,여자,무직,저위험
삼성생명,"삼성인터넷더플러스종신보험(2506)(무배당,저해약환급금형)",30000000,30000000,263000,248000,21,여자,학생,저위험
삼성생명,"삼성 밸런스종신보험(2503)(무배당,보증비용부과형)[저해약환급금형] 1종 3형",100000000,100000000,462000,441000,31,여자,경찰관,고위험
삼성생명,"삼성든든플러스종신보험(2501)(무배당,보증비용부과형)[저해약환급금형] 1종",100000000,100000000,288000,266000,47,남자,선원,고위험
삼성생명,"삼성 New스탠다드종신보험(2504)(무배당,보증비용부과형) 1종",100000000,100000000,323000,303000,62,여자,무직,저위험
삼성생명,"삼성 더행복종신보험(2501)(무배당)[5년이후사망보험금100%형,저해약환급금형] 1종 2형",100000000,100000000,605000,572000,73,남자,무직,저위험
삼성생명,"삼성 더블보장보험(2501)(무배당,보증비용부과형)(저해약환급급형) 1종 1형",100000000,100000000,434000,368000,36,남자,공무원,저위험
삼성생명,"삼성 더블보장보험(2501)(무배당,보증비용부과형)(저해약환급급형) 1종 1형",100000000,100000000,13000,9000,44,남자,택배기사,위험
삼성생명,"삼성 더블보장보험(2501)(무배당,보증비용부과형)(저해약환급급형) 1종 1형",10000000,10000000,3000,3000,52,여자,금융직,저위험
삼성생명,"삼성 더블보장보험(2501)(무배당,보증비용부과형)(저해약환급급형) 1종 1형",10000000,10000000,8000,4000,65,여자,무직,저위험
삼성생명,"삼성 더블보장보험(2501)(무배당,보증비용부과형)(저해약환급급형) 1종 1형",10000000,10000000,7000,7000,68,여자,무직,저위험
삼성생명,"삼성웰에이징(Well-Aging)건강보험(2505)(무배당,저해약환급금형)",1000000,1000000,3000,3000,22,여자,광부,고위험
삼성생명,"삼성웰에이징(Well-Aging)건강보험(2505)(무배당,저해약환급금형)",100000,100000,8000,13000,41,여자,운전직,위험
삼성생명,"삼성웰에이징(Well-Aging)건강보험(2505)(무배당,저해약환급금형)",100000,100000,9000,14000,41,남자,군인,고위험
삼성생명,"삼성웰에이징(Well-Aging)건강보험(2505)(무배당,저해약환급금형)",100000,100000,3000,5000,35,남자,서비스직,위험
삼성생명,"삼성웰에이징(Well-Aging)건강보험(2505)(무배당,저해약환급금형)",100000000,100000000,3000,3000,44,남자,회사원,저위험
삼성생명,"삼성 플러스원 건강보험(2504)(무배당,저해약환급금형)",1000000,1000000,3000,3000,42,여자,항만노동자,위험
삼성생명,"삼성 플러스원 건강보험(2504)(무배당,저해약환급금형)",10000000,10000000,11000,6000,78,남자,무직,저위험
삼성생명,"삼성 플러스원 건강보험(2504)(무배당,저해약환급금형)",2000000,2000000,3000,3000,75,남자,무직,저위험
삼성생명,"삼성 플러스원 건강보험(2504)(무배당,저해약환급금형)",10000000,10000000,15000,11000,62,여자,컨설턴트,저위험
삼성생명,"삼성 플러스원 건강보험(2504)(무배당,저해약환급금형)",100000000,100000000,6000,9000,33,여자,광부,고위험
삼성생명,"삼성 The 안심 종신보험(2504)(무배당,보증비용부과형)[계약전환용]",100000000,100000000,266000,242000,18,남자,학생,저위험
삼성생명,"삼성 인생파트너보장보험(2501)(무배당)[80세이후사망보장,저해약환급금형]",10000000,10000000,28000,27000,49,남자,제조업라인,위험
흥국생명,(무)흥국생명 해탈다비종신보험(해약환급금미지급형V2),15000000,15000000,34000,31000,78,여자,무직,저위험
흥국생명,(무)흥국생명다(多)사랑암보험(해약환급금미지급형V2),100000000,100000000,107000,87000,63,여자,간병인,위험
흥국생명,(무)흥국생명다(多)사랑암보험(해약환급금미지급형V2),10000000,10000000,14000,11000,31,여자,약사,저위험
흥국생명,(무)흥국생명다(多)사랑암보험(해약환급금미지급형V2),1000000,1000000,3000,3000,58,여자,전기공,저위험
흥국생명,(무)흥국생명다(多)사랑암보험(해약환급금미지급형V2),10000000,10000000,21000,17000,44,남자,간병인,위험
흥국생명,(무)흥국생명다(多)사랑암보험(해약환급금미지급형V2),1000000,1000000,3000,3000,60,남자,회사원,저위험
흥국생명,(무)흥국생명 생활비주는종신보험(해약환급금 일부지급형)(사망보장강화형),100000000,100000000,313000,301000,20,여자,학생,저위험
흥국생명,(무)흥국생명 생활비주는종신보험(해약환급금 일부지급형)(사망보장강화형),100000000,100000000,313000,301000,51,남자,택배기사,위험
흥국생명,(무)흥국생명 생활비주는종신보험(해약환급금 일부지급형)(사망보장강화형),1000000,1000000,3000,3000,38,남자,잠수부,고위험
흥국생명,(무)흥국생명 생활비주는종신보험(해약환급금 일부지급형)(생활자금집중형),40000000,40000000,155000,148000,60,여자,경찰관,고위험
흥국생명,(무)흥국생명 생활비주는종신보험(해약환급금 일부지급형)(생활자금집중형),40000000,40000000,155000,148000,67,남자,무직,저위험
흥국생명,(무)흥국생명 생활비주는종신보험(해약환급금 일부지급형)(생활자금집중형),1000000,1000000,3000,3000,74,남자,무직,저위험
흥국생명,(무)흥국생명 생활비주는종신보험(사망보장강화형),100000000,100000000,337000,320000,77,남자,무직,저위험
흥국생명,(무)흥국생명 생활비주는종신보험(사망보장강화형),100000000,100000000,337000,320000,46,여자,벌목공,고위험
흥국생명,(무)흥국생명 생활비주는종신보험(사망보장강화형),1000000,1000000,3000,3000,47,여자,배달원,위험
흥국생명,(무)흥국생명 생활비주는종신보험(생활자금집중형),40000000,40000000,168000,157000,32,남자,기술직,저위험
흥국생명,(무)흥국생명 생활비주는종신보험(생활자금집중형),40000000,40000000,168000,157000,39,여자,개발자,저위험
흥국생명,(무)흥국생명 생활비주는종신보험(생활자금집중형),1000000,1000000,3000,3000,68,여자,무직,저위험
흥국생명,(무)흥국생명 생활비주는종신보험(해약환급금 미지급형V2)(사망보장강화형),100000000,100000000,280000,265000,72,여자,무직,저위험
흥국생명,(무)흥국생명 생활비주는종신보험(해약환급금 미지급형V2)(사망보장강화형),100000000,100000000,280000,265000,60,남자,산업현장근로자,위험
흥국생명,(무)흥국생명 생활비주는종신보험(해약환급금 미지급형V2)(사망보장강화형),1000000,1000000,3000,3000,38,남자,공무원,저위험
흥국생명,(무)흥국생명 생활비주는종신보험(해약환급금 미지급형V2)(생활자금집중형),40000000,40000000,140000,132000,46,여자,무직,저위험
흥국생명,(무)흥국생명 생활비주는종신보험(해약환급금 미지급형V2)(생활자금집중형),40000000,40000000,140000,132000,61,남자,폭발물처리반,고위험
흥국생명,(무)흥국생명 생활비주는종신보험(해약환급금 미지급형V2)(생활자금집중형),1000000,1000000,3000,3000,37,남자,금융직,저위험
흥국생명,(무)흥국생명 49재하늘소풍제례종신보험(해약환급금 미지급형V2),100000000,100000000,223000,202000,80,남자,무직,저위험
흥국생명,(무)흥국생명 49재하늘소풍제례종신보험(해약환급금 미지급형V2),100000000,100000000,223000,202000,41,남자,항만노동자,위험
흥국생명,(무)흥국생명 49재하늘소풍제례종신보험,100000000,100000000,288000,264000,16,남자,학생,저위험
흥국생명,(무)흥국생명 49재하늘소풍제례종신보험,100000000,100000000,288000,264000,31,여자,자영업,위험
교보생명,"교보뉴프리미어VIP종신보험 (무배당,보증비용부과형)",1000000000,1000000000,3033000,2796000,47,남자,요리사,위험
교보생명,"교보행복한준비보험II [D](무배당,보험금보증비용부과형)",10000000,10000000,22000,19000,23,남자,자영업,위험
교보생명,"교보행복한준비보험II [D](무배당,보험금보증비용부과형)",10000000,10000000,22000,19000,57,남자,선원,고위험
교보생명,"교보행복한준비보험II [D](무배당,보험금보증비용부과형)",100000,100000,3000,3000,62,여자,콜센터,위험
교보생명,"교보행복한준비보험II (무배당,보험금보증비용부과형)",10000000,10000000,22000,19000,53,여자,광부,고위험
교보생명,"교보행복한준비보험II (무배당,보험금보증비용부과형)",10000000,10000000,22000,19000,56,여자,요식업,위험
교보생명,"교보행복한준비보험II (무배당,보험금보증비용부과형)",100000,100000,3000,3000,40,남자,배달원,위험
