보험회사명,상품명,유지기간,납입보험료,계약자적립액,적립률,해약환급금,계약자적립액,적립률,해약환급금,최저보증이율,현재공시이율,평균공시이율,확정이율,사업비율,위험보장,확정이율,현재공시이율,최저보증이율,가입유형,유니버셜여부,납입방법,판매채널,판매일자,특이사항,대표번호
한화생명,"한화생명 스마트V연금보험 무배당(기본형, 가족사랑형)",20,"36,000,000 원","51,174,018 원",142.15 %,"51,174,018 원","51,179,291 원",142.16 %,"51,179,291 원",10.57 %,42.15 %,48.09 %,-,9.40 %,0.0147 %,-,2.47 %,"3년이내 1.0%, 3년 초과 5년 이내 0.75%, 5년초과 0.5%",적립,비유니버셜,월납,대면채널  방카슈랑스,2025-09-01,"1. 보험종류 - 적립형 : 1종 기본형, 2종 가족사랑형, 3종 연금강화형  - 거치형 : 1종 기본형, 2종 가족사랑형 2. 가입나이 : 0세 ~ 85세 ※ 가입최고나이는 연금개시나이 및 납입기간별로 상이 ※ 적립형 3종 연금강화형의 경우 가입최저나이 40세 3. 가입한도  - 적립형 : 구좌당 월납보험료 10만원이상 100만원 이하(3년납의 경우에는 20만원 이상 구좌당 매월 100만원 이하)  - 거치형 : 1,000만원이상 4. 납입기간  - 적립형 : 1종 기본형, 2종 가족사랑형(3년납,5년납, 7년납, 10년납, 15년납, 20년납), 3종 연금강화형(3년납, 5년납)  - 거치형 : 일시납 5. 보험기간 : 종신(연금지급 형태별로 상이) 6. 해약환급금 기준 : 남/여 40세, 적립형(1종 기본형, 2종 가족사랑형), 60세 연금개시, 10년납, 월납, 보험료 30만원, 적용이율 2.47%기준",1588-6363
한화생명,한화생명 스마트V연금보험 무배당(연금강화형),1,"3,600,000 원","3,288,513 원",91.35 %,"3,173,313 원","3,288,635 원",91.35 %,"3,173,435 원",-9.37 %,-8.65 %,-8.52 %,-,9.85 %,0.0040 %,-,2.47 %,"3년이내 1.0%, 3년 초과 5년 이내 0.75%, 5년초과 0.5%",적립,비유니버셜,월납,대면채널  방카슈랑스,2025-09-01,"1. 보험종류 - 적립형 : 1종 기본형, 2종 가족사랑형, 3종 연금강화형  - 거치형 : 1종 기본형, 2종 가족사랑형 2. 가입나이 : 0세 ~ 85세 ※ 가입최고나이는 연금개시나이 및 납입기간별로 상이 ※ 적립형 3종 연금강화형의 경우 가입최저나이 40세 3. 가입한도  - 적립형 : 구좌당 월납보험료 10만원이상 100만원 이하(3년납의 경우에는 20만원 이상 구좌당 매월 100만원 이하)  - 거치형 : 1,000만원이상 4. 납입기간 :  - 적립형 : 1종 기본형, 2종 가족사랑형(3년납,5년납, 7년납, 10년납, 15년납, 20년납), 3종 연금강화형(3년납, 5년납)  - 거치형 : 일시납 5. 보험기간 : 종신(연금지급 형태별로 상이) 6. 해약환급금 기준 : 남/여 40세, 적립형(3종 연금강화형), 60세 연금개시, 5년납, 월납, 보험료 30만원, 적용이율 2.47%기준",1588-6363
한화생명,한화생명 스마트V연금보험 무배당(연금강화형),3,"10,800,000 원","10,111,224 원",93.62 %,"10,053,624 원","10,111,598 원",93.63 %,"10,053,998 원",-8.46 %,-6.38 %,-5.98 %,-,9.85 %,0.0040 %,-,2.47 %,"3년이내 1.0%, 3년 초과 5년 이내 0.75%, 5년초과 0.5%",적립,비유니버셜,월납,대면채널  방카슈랑스,2025-09-01,"1. 보험종류 - 적립형 : 1종 기본형, 2종 가족사랑형, 3종 연금강화형  - 거치형 : 1종 기본형, 2종 가족사랑형 2. 가입나이 : 0세 ~ 85세 ※ 가입최고나이는 연금개시나이 및 납입기간별로 상이 ※ 적립형 3종 연금강화형의 경우 가입최저나이 40세 3. 가입한도  - 적립형 : 구좌당 월납보험료 10만원이상 100만원 이하(3년납의 경우에는 20만원 이상 구좌당 매월 100만원 이하)  - 거치형 : 1,000만원이상 4. 납입기간 :  - 적립형 : 1종 기본형, 2종 가족사랑형(3년납,5년납, 7년납, 10년납, 15년납, 20년납), 3종 연금강화형(3년납, 5년납)  - 거치형 : 일시납 5. 보험기간 : 종신(연금지급 형태별로 상이) 6. 해약환급금 기준 : 남/여 40세, 적립형(3종 연금강화형), 60세 연금개시, 5년납, 월납, 보험료 30만원, 적용이율 2.47%기준",1588-6363
한화생명,한화생명 스마트V연금보험 무배당(연금강화형),5,"18,000,000 원","17,272,527 원",95.96 %,"17,272,527 원","17,273,176 원",95.96 %,"17,273,176 원",-7.92 %,-4.04 %,-3.36 %,-,9.85 %,0.0040 %,-,2.47 %,"3년이내 1.0%, 3년 초과 5년 이내 0.75%, 5년초과 0.5%",적립,비유니버셜,월납,대면채널  방카슈랑스,2025-09-01,"1. 보험종류 - 적립형 : 1종 기본형, 2종 가족사랑형, 3종 연금강화형  - 거치형 : 1종 기본형, 2종 가족사랑형 2. 가입나이 : 0세 ~ 85세 ※ 가입최고나이는 연금개시나이 및 납입기간별로 상이 ※ 적립형 3종 연금강화형의 경우 가입최저나이 40세 3. 가입한도  - 적립형 : 구좌당 월납보험료 10만원이상 100만원 이하(3년납의 경우에는 20만원 이상 구좌당 매월 100만원 이하)  - 거치형 : 1,000만원이상 4. 납입기간 :  - 적립형 : 1종 기본형, 2종 가족사랑형(3년납,5년납, 7년납, 10년납, 15년납, 20년납), 3종 연금강화형(3년납, 5년납)  - 거치형 : 일시납 5. 보험기간 : 종신(연금지급 형태별로 상이) 6. 해약환급금 기준 : 남/여 40세, 적립형(3종 연금강화형), 60세 연금개시, 5년납, 월납, 보험료 30만원, 적용이율 2.47%기준",1588-6363
한화생명,한화생명 스마트V연금보험 무배당(연금강화형),10,"18,000,000 원","20,787,166 원",115.48 %,"20,787,166 원","20,788,553 원",115.49 %,"20,788,553 원",6.47 %,15.48 %,17.75 %,-,10.72 %,0.0080 %,-,2.47 %,"3년이내 1.0%, 3년 초과 5년 이내 0.75%, 5년초과 0.5%",적립,비유니버셜,월납,대면채널  방카슈랑스,2025-09-01,"1. 보험종류 - 적립형 : 1종 기본형, 2종 가족사랑형, 3종 연금강화형  - 거치형 : 1종 기본형, 2종 가족사랑형 2. 가입나이 : 0세 ~ 85세 ※ 가입최고나이는 연금개시나이 및 납입기간별로 상이 ※ 적립형 3종 연금강화형의 경우 가입최저나이 40세 3. 가입한도  - 적립형 : 구좌당 월납보험료 10만원이상 100만원 이하(3년납의 경우에는 20만원 이상 구좌당 매월 100만원 이하)  - 거치형 : 1,000만원이상 4. 납입기간 :  - 적립형 : 1종 기본형, 2종 가족사랑형(3년납,5년납, 7년납, 10년납, 15년납, 20년납), 3종 연금강화형(3년납, 5년납)  - 거치형 : 일시납 5. 보험기간 : 종신(연금지급 형태별로 상이) 6. 해약환급금 기준 : 남/여 40세, 적립형(3종 연금강화형), 60세 연금개시, 5년납, 월납, 보험료 30만원, 적용이율 2.47%기준",1588-6363
한화생명,한화생명 스마트V연금보험 무배당(연금강화형),15,"18,000,000 원","23,316,587 원",129.54 %,"23,316,587 원","23,319,811 원",129.55 %,"23,319,811 원",8.27 %,29.54 %,33.92 %,-,11.58 %,0.0187 %,-,2.47 %,"3년이내 1.0%, 3년 초과 5년 이내 0.75%, 5년초과 0.5%",적립,비유니버셜,월납,대면채널  방카슈랑스,2025-09-01,"1. 보험종류 - 적립형 : 1종 기본형, 2종 가족사랑형, 3종 연금강화형  - 거치형 : 1종 기본형, 2종 가족사랑형 2. 가입나이 : 0세 ~ 85세 ※ 가입최고나이는 연금개시나이 및 납입기간별로 상이 ※ 적립형 3종 연금강화형의 경우 가입최저나이 40세 3. 가입한도  - 적립형 : 구좌당 월납보험료 10만원이상 100만원 이하(3년납의 경우에는 20만원 이상 구좌당 매월 100만원 이하)  - 거치형 : 1,000만원이상 4. 납입기간 :  - 적립형 : 1종 기본형, 2종 가족사랑형(3년납,5년납, 7년납, 10년납, 15년납, 20년납), 3종 연금강화형(3년납, 5년납)  - 거치형 : 일시납 5. 보험기간 : 종신(연금지급 형태별로 상이) 6. 해약환급금 기준 : 남/여 40세, 적립형(3종 연금강화형), 60세 연금개시, 5년납, 월납, 보험료 30만원, 적용이율 2.47%기준",1588-6363
한화생명,한화생명 스마트V연금보험 무배당(연금강화형),20,"18,000,000 원","29,056,840 원",161.43 %,"29,056,840 원","29,062,114 원",161.46 %,"29,062,114 원",26.13 %,61.43 %,68.45 %,-,12.45 %,0.0293 %,-,2.47 %,"3년이내 1.0%, 3년 초과 5년 이내 0.75%, 5년초과 0.5%",적립,비유니버셜,월납,대면채널  방카슈랑스,2025-09-01,"1. 보험종류 - 적립형 : 1종 기본형, 2종 가족사랑형, 3종 연금강화형  - 거치형 : 1종 기본형, 2종 가족사랑형 2. 가입나이 : 0세 ~ 85세 ※ 가입최고나이는 연금개시나이 및 납입기간별로 상이 ※ 적립형 3종 연금강화형의 경우 가입최저나이 40세 3. 가입한도  - 적립형 : 구좌당 월납보험료 10만원이상 100만원 이하(3년납의 경우에는 20만원 이상 구좌당 매월 100만원 이하)  - 거치형 : 1,000만원이상 4. 납입기간 :  - 적립형 : 1종 기본형, 2종 가족사랑형(3년납,5년납, 7년납, 10년납, 15년납, 20년납), 3종 연금강화형(3년납, 5년납)  - 거치형 : 일시납 5. 보험기간 : 종신(연금지급 형태별로 상이) 6. 해약환급금 기준 : 남/여 40세, 적립형(3종 연금강화형), 60세 연금개시, 5년납, 월납, 보험료 30만원, 적용이율 2.47%기준",1588-6363
한화생명,한화생명 내게맞는 연금보험 무배당,1,"50,000,000 원","49,801,215 원",99.60 %,"49,801,215 원","49,801,557 원",99.60 %,"49,801,557 원",-1.84 %,-0.40 %,-0.12 %,-,2.75 %,0.0008 %,-,2.47 %,"3년이내 연복리 1.0%, 3년초과 5년이내 연복리 0.75%, 5년초과 연복리 0.5%",거치,비유니버셜,일시납,대면채널,2025-09-01,"1. 가입연령 : 0 ~ (연금개시나이-10)세 2. 보험기간 : 종신 3. 보험료 납입기간 : 일시납 4. 가입한도(구좌당) : 일시납보험료 500만원 이상 5. 보험종류 : 개인형, 신부부형 6. 해약환급금 기준 : 개인형, 남/여 55세, 65세 연금개시, 공시이율 2.47%, 일시납 보험료 5,000만원",1588-6363
한화생명,한화생명 내게맞는 연금보험 무배당,3,"50,000,000 원","51,433,020 원",102.87 %,"51,433,020 원","51,434,018 원",102.87 %,"51,434,018 원",-1.55 %,2.87 %,3.72 %,-,4.42 %,0.0023 %,-,2.47 %,"3년이내 연복리 1.0%, 3년초과 5년이내 연복리 0.75%, 5년초과 연복리 0.5%",거치,비유니버셜,일시납,대면채널,2025-09-01,"1. 가입연령 : 0 ~ (연금개시나이-10)세 2. 보험기간 : 종신 3. 보험료 납입기간 : 일시납 4. 가입한도(구좌당) : 일시납보험료 500만원 이상 5. 보험종류 : 개인형, 신부부형 6. 해약환급금 기준 : 개인형, 남/여 55세, 65세 연금개시, 공시이율 2.47%, 일시납 보험료 5,000만원",1588-6363
한화생명,한화생명 내게맞는 연금보험 무배당,5,"50,000,000 원","53,193,555 원",106.39 %,"53,193,555 원","53,195,261 원",106.39 %,"53,195,261 원",-1.67 %,6.39 %,7.88 %,-,6.00 %,0.0038 %,-,2.47 %,"3년이내 연복리 1.0%, 3년초과 5년이내 연복리 0.75%, 5년초과 연복리 0.5%",거치,비유니버셜,일시납,대면채널,2025-09-01,"1. 가입연령 : 0 ~ (연금개시나이-10)세 2. 보험기간 : 종신 3. 보험료 납입기간 : 일시납 4. 가입한도(구좌당) : 일시납보험료 500만원 이상 5. 보험종류 : 개인형, 신부부형 6. 해약환급금 기준 : 개인형, 남/여 55세, 65세 연금개시, 공시이율 2.47%, 일시납 보험료 5,000만원",1588-6363
한화생명,한화생명 내게맞는 연금보험 무배당,10,"50,000,000 원","58,021,009 원",116.04 %,"58,021,009 원","58,025,759 원",116.05 %,"58,025,759 원",-3.14 %,16.04 %,19.37 %,-,9.96 %,0.0113 %,-,2.47 %,"3년이내 연복리 1.0%, 3년초과 5년이내 연복리 0.75%, 5년초과 연복리 0.5%",거치,비유니버셜,일시납,대면채널,2025-09-01,"1. 가입연령 : 0 ~ (연금개시나이-10)세 2. 보험기간 : 종신 3. 보험료 납입기간 : 일시납 4. 가입한도(구좌당) : 일시납보험료 500만원 이상 5. 보험종류 : 개인형, 신부부형 6. 해약환급금 기준 : 개인형, 남/여 55세, 65세 연금개시, 공시이율 2.47%, 일시납 보험료 5,000만원",1588-6363
한화생명,한화생명 내게맞는 연금보험 무배당,1,"3,600,000 원","3,294,715 원",91.52 %,"2,428,144 원","3,294,836 원",91.52 %,"2,428,265 원",-9.20 %,-8.48 %,-8.34 %,-,9.68 %,0.0040 %,-,2.47 %,"3년이내 연복리 1.0%, 3년초과 5년이내 연복리 0.75%, 5년초과 연복리 0.5%",적립,비유니버셜,월납,대면채널,2025-09-01,"1. 가입연령 : 0 ~ (연금개시나이-11)세(다만, 보험기간별 및 납입기간별로 가입가능 나이가 상이함) 2. 보험기간 : 종신 3. 보험료 납입기간 : 3, 5, 7, 10, 15, 20년납 4. 가입한도(구좌당) : 월납보험료 10만원 이상 100만원 이하(다만, 3~5년납일 경우 구좌당 매월 30만원에서 100만원 이하) 5. 보험종류 : 개인형, 신부부형 6. 해약환급금 산출기준 : 개인형, 남/여 40세, 60세 연금개시, 10년납, 공시이율 2.47%, 월납보험료 30만원",1588-6363
한화생명,한화생명 내게맞는 연금보험 무배당,3,"10,800,000 원","10,130,292 원",93.80 %,"9,552,578 원","10,130,666 원",93.80 %,"9,552,952 원",-8.28 %,-6.20 %,-5.80 %,-,9.68 %,0.0040 %,-,2.47 %,"3년이내 연복리 1.0%, 3년초과 5년이내 연복리 0.75%, 5년초과 연복리 0.5%",적립,비유니버셜,월납,대면채널,2025-09-01,"1. 가입연령 : 0 ~ (연금개시나이-11)세(다만, 보험기간별 및 납입기간별로 가입가능 나이가 상이함) 2. 보험기간 : 종신 3. 보험료 납입기간 : 3, 5, 7, 10, 15, 20년납 4. 가입한도(구좌당) : 월납보험료 10만원 이상 100만원 이하(다만, 3~5년납일 경우 구좌당 매월 30만원에서 100만원 이하) 5. 보험종류 : 개인형, 신부부형 6. 해약환급금 산출기준 : 개인형, 남/여 40세, 60세 연금개시, 10년납, 공시이율 2.47%, 월납보험료 30만원",1588-6363
한화생명,한화생명 내게맞는 연금보험 무배당,5,"18,000,000 원","17,307,717 원",96.15 %,"17,018,860 원","17,308,356 원",96.16 %,"17,019,499 원",-7.73 %,-3.85 %,-3.16 %,-,9.68 %,0.0040 %,-,2.47 %,"3년이내 연복리 1.0%, 3년초과 5년이내 연복리 0.75%, 5년초과 연복리 0.5%",적립,비유니버셜,월납,대면채널,2025-09-01,"1. 가입연령 : 0 ~ (연금개시나이-11)세(다만, 보험기간별 및 납입기간별로 가입가능 나이가 상이함) 2. 보험기간 : 종신 3. 보험료 납입기간 : 3, 5, 7, 10, 15, 20년납 4. 가입한도(구좌당) : 월납보험료 10만원 이상 100만원 이하(다만, 3~5년납일 경우 구좌당 매월 30만원에서 100만원 이하) 5. 보험종류 : 개인형, 신부부형 6. 해약환급금 산출기준 : 개인형, 남/여 40세, 60세 연금개시, 10년납, 공시이율 2.47%, 월납보험료 30만원",1588-6363
한화생명,한화생명 내게맞는 연금보험 무배당,10,"36,000,000 원","37,575,539 원",104.38 %,"37,575,539 원","37,576,926 원",104.38 %,"37,576,926 원",-4.98 %,4.38 %,5.86 %,-,9.68 %,0.0040 %,-,2.47 %,"3년이내 연복리 1.0%, 3년초과 5년이내 연복리 0.75%, 5년초과 연복리 0.5%",적립,비유니버셜,월납,대면채널,2025-09-01,"1. 가입연령 : 0 ~ (연금개시나이-11)세(다만, 보험기간별 및 납입기간별로 가입가능 나이가 상이함) 2. 보험기간 : 종신 3. 보험료 납입기간 : 3, 5, 7, 10, 15, 20년납 4. 가입한도(구좌당) : 월납보험료 10만원 이상 100만원 이하(다만, 3~5년납일 경우 구좌당 매월 30만원에서 100만원 이하) 5. 보험종류 : 개인형, 신부부형 6. 해약환급금 산출기준 : 개인형, 남/여 40세, 60세 연금개시, 10년납, 공시이율 2.47%, 월납보험료 30만원",1588-6363
한화생명,한화생명 내게맞는 연금보험 무배당,15,"36,000,000 원","42,092,063 원",116.92 %,"42,092,063 원","42,095,286 원",116.93 %,"42,095,286 원",-3.53 %,16.92 %,20.23 %,-,10.61 %,0.0093 %,-,2.47 %,"3년이내 연복리 1.0%, 3년초과 5년이내 연복리 0.75%, 5년초과 연복리 0.5%",적립,비유니버셜,월납,대면채널,2025-09-01,"1. 가입연령 : 0 ~ (연금개시나이-11)세(다만, 보험기간별 및 납입기간별로 가입가능 나이가 상이함) 2. 보험기간 : 종신 3. 보험료 납입기간 : 3, 5, 7, 10, 15, 20년납 4. 가입한도(구좌당) : 월납보험료 10만원 이상 100만원 이하(다만, 3~5년납일 경우 구좌당 매월 30만원에서 100만원 이하) 5. 보험종류 : 개인형, 신부부형 6. 해약환급금 산출기준 : 개인형, 남/여 40세, 60세 연금개시, 10년납, 공시이율 2.47%, 월납보험료 30만원",1588-6363
한화생명,한화생명 내게맞는 연금보험 무배당,20,"36,000,000 원","48,640,254 원",135.11 %,"48,640,254 원","48,645,528 원",135.13 %,"48,645,528 원",1.97 %,35.11 %,40.71 %,-,11.55 %,0.0147 %,-,2.47 %,"3년이내 연복리 1.0%, 3년초과 5년이내 연복리 0.75%, 5년초과 연복리 0.5%",적립,비유니버셜,월납,대면채널,2025-09-01,"1. 가입연령 : 0 ~ (연금개시나이-11)세(다만, 보험기간별 및 납입기간별로 가입가능 나이가 상이함) 2. 보험기간 : 종신 3. 보험료 납입기간 : 3, 5, 7, 10, 15, 20년납 4. 가입한도(구좌당) : 월납보험료 10만원 이상 100만원 이하(다만, 3~5년납일 경우 구좌당 매월 30만원에서 100만원 이하) 5. 보험종류 : 개인형, 신부부형 6. 해약환급금 산출기준 : 개인형, 남/여 40세, 60세 연금개시, 10년납, 공시이율 2.47%, 월납보험료 30만원",1588-6363
